#,Date-Time (CDT/CST),Temperature   (°C),Light   (lux),Host Connected,End of File
272,08/07/2025 12:35:00,41.40,9935.36,,
273,08/07/2025 12:40:00,41.18,10828.80,,
274,08/07/2025 12:45:00,40.71,2923.52,,
275,08/07/2025 12:50:00,40.45,9935.36,,
276,08/07/2025 12:55:00,40.28,7585.28,,
277,08/07/2025 13:00:00,39.94,6392.32,,
278,08/07/2025 13:05:00,39.29,2367.36,,
279,08/07/2025 13:10:00,38.86,2367.36,,
280,08/07/2025 13:15:00,38.52,2364.16,,
281,08/07/2025 13:20:00,38.22,2329.60,,
282,08/07/2025 13:25:00,37.79,2282.24,,
283,08/07/2025 13:30:00,37.58,2367.36,,
284,08/07/2025 13:35:00,37.45,2246.40,,
285,08/07/2025 13:40:00,37.62,2684.16,,
286,08/07/2025 13:45:00,37.92,4436.48,,
287,08/07/2025 13:50:00,38.74,15201.28,,
288,08/07/2025 13:55:00,39.25,16061.44,,
289,08/07/2025 14:00:00,38.69,2859.52,,
290,08/07/2025 14:05:00,38.18,2947.84,,
291,08/07/2025 14:10:00,38.86,18524.16,,
292,08/07/2025 14:15:00,39.59,21125.12,,
293,08/07/2025 14:20:00,39.98,16875.52,,
294,08/07/2025 14:25:00,40.37,18682.88,,
295,08/07/2025 14:30:00,40.62,19133.44,,
296,08/07/2025 14:35:00,40.75,19118.08,,
297,08/07/2025 14:40:00,39.47,3052.80,,
298,08/07/2025 14:45:00,39.94,19225.60,,
299,08/07/2025 14:50:00,39.98,8506.88,,
300,08/07/2025 14:55:00,38.82,2859.52,,
301,08/07/2025 15:00:00,39.08,12416.00,,
302,08/07/2025 15:05:00,40.28,17981.44,,
303,08/07/2025 15:10:00,40.88,18344.96,,
304,08/07/2025 15:15:00,40.67,4459.52,,
305,08/07/2025 15:20:00,40.11,12221.44,,
306,08/07/2025 15:25:00,40.80,13900.80,,
307,08/07/2025 15:30:00,41.27,15042.56,,
308,08/07/2025 15:35:00,41.35,14474.24,,
309,08/07/2025 15:40:00,41.44,16168.96,,
310,08/07/2025 15:45:00,41.48,13608.96,,
311,08/07/2025 15:50:00,39.98,2918.40,,
312,08/07/2025 15:55:00,39.04,2871.04,,
313,08/07/2025 16:00:00,38.52,3527.68,,
314,08/07/2025 16:05:00,38.74,6320.64,,
315,08/07/2025 16:10:00,39.08,11632.64,,
316,08/07/2025 16:15:00,39.47,14981.12,,
317,08/07/2025 16:20:00,39.89,13209.60,,
318,08/07/2025 16:25:00,38.95,2959.36,,
319,08/07/2025 16:30:00,37.88,2801.92,,
320,08/07/2025 16:35:00,37.36,3016.96,,
321,08/07/2025 16:40:00,37.66,6720.00,,
322,08/07/2025 16:45:00,37.88,7086.08,,
323,08/07/2025 16:50:00,37.96,7098.88,,
324,08/07/2025 16:55:00,37.36,3166.72,,
325,08/07/2025 17:00:00,37.36,6819.84,,
326,08/07/2025 17:05:00,37.41,5506.56,,
327,08/07/2025 17:10:00,36.76,2634.24,,
328,08/07/2025 17:15:00,36.21,2428.16,,
329,08/07/2025 17:20:00,35.82,2313.60,,
330,08/07/2025 17:25:00,35.78,4669.44,,
331,08/07/2025 17:30:00,36.08,6092.80,,
332,08/07/2025 17:35:00,36.38,5977.60,,
333,08/07/2025 17:40:00,36.03,2176.00,,
334,08/07/2025 17:45:00,35.52,2022.40,,
335,08/07/2025 17:50:00,35.13,1922.56,,
336,08/07/2025 17:55:00,34.83,1888.00,,
337,08/07/2025 18:00:00,34.88,3851.52,,
338,08/07/2025 18:05:00,34.53,1735.68,,
339,08/07/2025 18:10:00,34.45,2382.08,,
340,08/07/2025 18:15:00,34.19,2097.28,,
341,08/07/2025 18:20:00,34.32,2240.00,,
342,08/07/2025 18:25:00,34.06,1538.56,,
343,08/07/2025 18:30:00,33.80,1441.92,,
344,08/07/2025 18:35:00,33.59,1594.88,,
345,08/07/2025 18:40:00,33.50,1476.48,,
346,08/07/2025 18:45:00,33.33,1251.52,,
347,08/07/2025 18:50:00,33.07,1178.88,,
348,08/07/2025 18:55:00,32.94,1113.28,,
349,08/07/2025 19:00:00,32.82,1159.04,,
350,08/07/2025 19:05:00,32.86,1512.96,,
351,08/07/2025 19:10:00,32.56,966.08,,
352,08/07/2025 19:15:00,32.43,1264.00,,
353,08/07/2025 19:20:00,32.17,836.80,,
354,08/07/2025 19:25:00,31.96,780.80,,
355,08/07/2025 19:30:00,31.74,920.32,,
356,08/07/2025 19:35:00,31.61,1016.64,,
357,08/07/2025 19:40:00,31.36,652.32,,
358,08/07/2025 19:45:00,31.06,561.92,,
359,08/07/2025 19:50:00,30.84,487.20,,
360,08/07/2025 19:55:00,30.63,441.76,,
361,08/07/2025 20:00:00,30.50,407.36,,
362,08/07/2025 20:05:00,30.33,329.28,,
363,08/07/2025 20:10:00,30.16,282.24,,
364,08/07/2025 20:15:00,29.90,228.00,,
365,08/07/2025 20:20:00,29.73,183.44,,
366,08/07/2025 20:25:00,29.56,139.88,,
367,08/07/2025 20:30:00,29.38,101.24,,
368,08/07/2025 20:35:00,29.26,67.48,,
369,08/07/2025 20:40:00,29.08,41.10,,
370,08/07/2025 20:45:00,28.95,20.96,,
371,08/07/2025 20:50:00,28.78,9.22,,
372,08/07/2025 20:55:00,28.65,3.27,,
373,08/07/2025 21:00:00,28.53,0.81,,
374,08/07/2025 21:05:00,28.44,0.00,,
375,08/07/2025 21:10:00,28.27,0.00,,
376,08/07/2025 21:15:00,28.14,0.00,,
377,08/07/2025 21:20:00,28.01,0.00,,
378,08/07/2025 21:25:00,27.88,0.00,,
379,08/07/2025 21:30:00,27.75,0.00,,
380,08/07/2025 21:35:00,27.67,0.00,,
381,08/07/2025 21:40:00,27.58,0.00,,
382,08/07/2025 21:45:00,27.54,0.00,,
383,08/07/2025 21:50:00,27.45,0.00,,
384,08/07/2025 21:55:00,27.32,0.00,,
385,08/07/2025 22:00:00,27.28,0.00,,
386,08/07/2025 22:05:00,27.24,0.00,,
387,08/07/2025 22:10:00,27.15,0.00,,
388,08/07/2025 22:15:00,27.11,0.00,,
389,08/07/2025 22:20:00,27.07,0.00,,
390,08/07/2025 22:25:00,27.07,0.00,,
391,08/07/2025 22:30:00,26.98,0.00,,
392,08/07/2025 22:35:00,26.94,0.00,,
393,08/07/2025 22:40:00,26.85,0.00,,
394,08/07/2025 22:45:00,26.85,0.00,,
395,08/07/2025 22:50:00,26.81,0.00,,
396,08/07/2025 22:55:00,26.77,0.00,,
397,08/07/2025 23:00:00,26.77,0.00,,
398,08/07/2025 23:05:00,26.68,0.00,,
399,08/07/2025 23:10:00,26.68,0.00,,
400,08/07/2025 23:15:00,26.68,0.00,,
401,08/07/2025 23:20:00,26.60,0.00,,
402,08/07/2025 23:25:00,26.55,0.00,,
403,08/07/2025 23:30:00,26.51,0.00,,
404,08/07/2025 23:35:00,26.47,0.00,,
405,08/07/2025 23:40:00,26.38,0.00,,
406,08/07/2025 23:45:00,26.38,0.00,,
407,08/07/2025 23:50:00,26.30,0.00,,
408,08/07/2025 23:55:00,26.21,0.00,,
409,08/08/2025 00:00:00,26.21,0.00,,
410,08/08/2025 00:05:00,26.12,0.00,,
411,08/08/2025 00:10:00,26.17,0.00,,
412,08/08/2025 00:15:00,26.08,0.00,,
413,08/08/2025 00:20:00,26.08,0.00,,
414,08/08/2025 00:25:00,25.99,0.00,,
415,08/08/2025 00:30:00,25.95,0.00,,
416,08/08/2025 00:35:00,25.91,0.00,,
417,08/08/2025 00:40:00,25.91,0.00,,
418,08/08/2025 00:45:00,25.87,0.00,,
419,08/08/2025 00:50:00,25.74,0.00,,
420,08/08/2025 00:55:00,25.78,0.00,,
421,08/08/2025 01:00:00,25.69,0.00,,
422,08/08/2025 01:05:00,25.65,0.00,,
423,08/08/2025 01:10:00,25.65,0.00,,
424,08/08/2025 01:15:00,25.57,0.00,,
425,08/08/2025 01:20:00,25.52,0.00,,
426,08/08/2025 01:25:00,25.52,0.00,,
427,08/08/2025 01:30:00,25.48,0.00,,
428,08/08/2025 01:35:00,25.44,0.00,,
429,08/08/2025 01:40:00,25.39,0.00,,
430,08/08/2025 01:45:00,25.35,0.00,,
431,08/08/2025 01:50:00,25.27,0.00,,
432,08/08/2025 01:55:00,25.27,0.00,,
433,08/08/2025 02:00:00,25.18,0.00,,
434,08/08/2025 02:05:00,25.14,0.00,,
435,08/08/2025 02:10:00,25.01,0.00,,
436,08/08/2025 02:15:00,25.01,0.00,,
437,08/08/2025 02:20:00,24.97,0.00,,
438,08/08/2025 02:25:00,24.84,0.00,,
439,08/08/2025 02:30:00,24.79,0.00,,
440,08/08/2025 02:35:00,24.79,0.00,,
441,08/08/2025 02:40:00,24.66,0.00,,
442,08/08/2025 02:45:00,24.62,0.00,,
443,08/08/2025 02:50:00,24.58,0.00,,
444,08/08/2025 02:55:00,24.45,0.00,,
445,08/08/2025 03:00:00,24.45,0.00,,
446,08/08/2025 03:05:00,24.41,0.00,,
447,08/08/2025 03:10:00,24.32,0.00,,
448,08/08/2025 03:15:00,24.28,0.00,,
449,08/08/2025 03:20:00,24.28,0.00,,
450,08/08/2025 03:25:00,24.24,0.00,,
451,08/08/2025 03:30:00,24.11,0.00,,
452,08/08/2025 03:35:00,24.11,0.00,,
453,08/08/2025 03:40:00,24.06,0.00,,
454,08/08/2025 03:45:00,23.98,0.00,,
455,08/08/2025 03:50:00,23.89,0.00,,
456,08/08/2025 03:55:00,23.85,0.00,,
457,08/08/2025 04:00:00,23.72,0.00,,
458,08/08/2025 04:05:00,23.72,0.00,,
459,08/08/2025 04:10:00,23.68,0.00,,
460,08/08/2025 04:15:00,23.55,0.00,,
461,08/08/2025 04:20:00,23.46,0.00,,
462,08/08/2025 04:25:00,23.46,0.00,,
463,08/08/2025 04:30:00,23.34,0.00,,
464,08/08/2025 04:35:00,23.29,0.00,,
465,08/08/2025 04:40:00,23.29,0.00,,
466,08/08/2025 04:45:00,23.21,0.00,,
467,08/08/2025 04:50:00,23.25,0.00,,
468,08/08/2025 04:55:00,23.21,0.00,,
469,08/08/2025 05:00:00,23.21,0.00,,
470,08/08/2025 05:05:00,23.16,0.00,,
471,08/08/2025 05:10:00,23.12,0.00,,
472,08/08/2025 05:15:00,23.08,0.00,,
473,08/08/2025 05:20:00,23.03,0.00,,
474,08/08/2025 05:25:00,23.03,0.00,,
475,08/08/2025 05:30:00,22.95,0.00,,
476,08/08/2025 05:35:00,22.95,0.00,,
477,08/08/2025 05:40:00,22.91,0.00,,
478,08/08/2025 05:45:00,22.82,0.00,,
479,08/08/2025 05:50:00,22.86,0.00,,
480,08/08/2025 05:55:00,22.73,0.00,,
481,08/08/2025 06:00:00,22.73,0.00,,
482,08/08/2025 06:05:00,22.65,0.00,,
483,08/08/2025 06:10:00,22.69,0.00,,
484,08/08/2025 06:15:00,22.69,0.00,,
485,08/08/2025 06:20:00,22.69,0.00,,
486,08/08/2025 06:25:00,22.65,0.00,,
487,08/08/2025 06:30:00,22.65,0.00,,
488,08/08/2025 06:35:00,22.65,0.00,,
489,08/08/2025 06:40:00,22.61,0.00,,
490,08/08/2025 06:45:00,22.56,0.40,,
491,08/08/2025 06:50:00,22.61,2.65,,
492,08/08/2025 06:55:00,22.56,7.59,,
493,08/08/2025 07:00:00,22.56,17.25,,
494,08/08/2025 07:05:00,22.61,32.46,,
495,08/08/2025 07:10:00,22.61,53.84,,
496,08/08/2025 07:15:00,22.61,79.76,,
497,08/08/2025 07:20:00,22.61,110.24,,
498,08/08/2025 07:25:00,22.65,148.88,,
499,08/08/2025 07:30:00,22.65,186.72,,
500,08/08/2025 07:35:00,22.73,228.64,,
501,08/08/2025 07:40:00,22.82,269.12,,
502,08/08/2025 07:45:00,22.91,315.12,,
503,08/08/2025 07:50:00,22.95,359.52,,
504,08/08/2025 07:55:00,23.08,405.76,,
505,08/08/2025 08:00:00,23.12,448.32,,
506,08/08/2025 08:05:00,23.25,500.16,,
507,08/08/2025 08:10:00,23.34,557.12,,
508,08/08/2025 08:15:00,23.42,605.28,,
509,08/08/2025 08:20:00,23.59,686.40,,
510,08/08/2025 08:25:00,23.76,1035.52,,
511,08/08/2025 08:30:00,23.94,845.76,,
512,08/08/2025 08:35:00,24.15,924.48,,
513,08/08/2025 08:40:00,24.45,1533.44,,
514,08/08/2025 08:45:00,24.62,1122.24,,
515,08/08/2025 08:50:00,24.84,1216.32,,
516,08/08/2025 08:55:00,25.14,1379.84,,
517,08/08/2025 09:00:00,25.44,1738.88,,
518,08/08/2025 09:05:00,25.69,1719.68,,
519,08/08/2025 09:10:00,25.95,1704.96,,
520,08/08/2025 09:15:00,26.17,1802.88,,
521,08/08/2025 09:20:00,26.34,1874.56,,
522,08/08/2025 09:25:00,26.81,3304.96,,
523,08/08/2025 09:30:00,27.28,2177.28,,
524,08/08/2025 09:35:00,27.37,2179.20,,
525,08/08/2025 09:40:00,28.05,6446.08,,
526,08/08/2025 09:45:00,28.87,7367.68,,
527,08/08/2025 09:50:00,29.13,2718.72,,
528,08/08/2025 09:55:00,29.73,7362.56,,
529,08/08/2025 10:00:00,29.86,3240.96,,
530,08/08/2025 10:05:00,29.86,4629.76,,
531,08/08/2025 10:10:00,30.50,3916.80,,
532,08/08/2025 10:15:00,30.76,8906.24,,
533,08/08/2025 10:20:00,31.66,8225.28,,
534,08/08/2025 10:25:00,31.61,8913.92,,
535,08/08/2025 10:30:00,32.39,9149.44,,
536,08/08/2025 10:35:00,32.60,3351.04,,
537,08/08/2025 10:40:00,32.73,9633.28,,
538,08/08/2025 10:45:00,33.20,9305.60,,
539,08/08/2025 10:50:00,33.97,11796.48,,
540,08/08/2025 10:55:00,34.32,4983.04,,
541,08/08/2025 11:00:00,33.72,3729.92,,
542,08/08/2025 11:05:00,33.50,5729.28,,
543,08/08/2025 11:10:00,34.75,11207.68,,
544,08/08/2025 11:15:00,35.90,14213.12,,
545,08/08/2025 11:20:00,36.42,14090.24,,
546,08/08/2025 11:25:00,36.12,7237.12,,
