SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,06:09:55,2025-10-05,g34p_dark,mrk,,257,,,-0.009332,2.921003,-0.009362,-0.101688,2.007195,2.009723,2.959363,0.952168,22.293533,22.265488,32.827736,0.441786,7.500000,PSF-00438_20251005060955_884,87.205765,375.240326,0.767600,0.000000,0.000000,0.000000,0.5,0.80,0.471253,1.000000,64.50,64.58,24.64,23.80,23.80,90.15,156.6,156.7,-0.0,2,4.091,06:00:55,2025-10-05,-0.13,1,-0.001,-0.006,-0.016,1.078,0.329,3.005,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.486677,2.501126,1.654762,0.937932,0.276682,-0.009033,0.215041,0.108682,87.205765,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005060955_884,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
10,06:13:24,2025-10-05,g34p_dark,mrk,,266,,,0.282868,2.920800,0.257892,3.025009,2.071803,1.996629,3.098974,1.027171,22.146624,22.980455,34.373840,0.441786,7.500000,PSF-00438_20251005061324_5bb,54.982780,194.329620,0.717064,0.000000,0.000000,0.000000,0.5,0.80,0.005549,1.000000,66.04,63.64,24.78,24.57,24.57,90.15,156.6,-12.3,107.9,0,4.087,06:11:20,2025-10-05,-0.06,1,0.001,0.014,0.035,-2.442,-3.520,19.411,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485425,2.502992,1.654550,0.579288,0.275182,-0.001914,0.236160,0.107318,54.982780,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005061324_5bb,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
11,06:15:07,2025-10-05,g34p_dark,mrk,,270,,,0.003283,2.921553,0.003280,0.034470,1.986467,1.985611,2.908286,0.921819,22.024715,22.034220,32.259186,0.441786,7.500000,PSF-00438_20251005061507_904,101.759079,418.030487,0.756575,0.000000,0.000000,0.000000,0.5,0.80,0.007179,1.000000,63.20,63.17,24.81,23.51,23.51,90.15,156.7,156.7,-0.0,0,4.085,06:11:20,2025-10-05,-0.06,1,0.000,-0.003,-0.103,-0.123,-6.738,16.847,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484812,2.499284,1.655337,0.938150,0.274844,-0.014176,0.246058,0.107322,101.759079,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005061507_904,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
12,06:18:30,2025-10-05,g34p_dark,mrk,,264,,,-0.015075,2.922122,-0.015153,-0.152269,2.021551,2.025333,2.902797,0.881246,22.463329,22.421377,32.195435,0.441786,7.500000,PSF-00438_20251005061830_9cc,105.031013,591.936707,0.822564,0.000000,0.000000,0.000000,0.5,0.80,0.007805,1.000000,64.06,64.18,24.87,23.48,23.48,90.16,156.8,156.3,0.3,0,4.079,06:11:20,2025-10-05,-0.06,1,-0.005,-0.010,-0.142,-0.178,-0.011,45.669,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.486096,2.500387,1.655933,0.937023,0.274107,-0.015293,0.265209,0.107322,105.031013,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005061830_9cc,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
13,06:20:10,2025-10-05,g34p_dark,mrk,,312,,,-0.025904,2.922240,-0.026136,-0.321555,2.021010,2.028997,3.098837,1.077827,22.503344,22.414759,34.368797,0.441786,7.500000,PSF-00438_20251005062010_2f0,102.919937,584.196228,0.823826,0.000000,0.000000,0.000000,0.5,0.80,0.007555,1.000000,63.86,64.11,24.92,24.57,24.57,90.16,156.8,13.5,91.4,0,4.078,06:11:20,2025-10-05,-0.06,1,0.001,-0.004,-0.033,-0.105,0.398,3.313,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485993,2.500110,1.656057,0.625316,0.273575,-0.003600,0.274231,0.107322,102.919937,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005062010_2f0,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
14,06:21:21,2025-10-05,g34p_dark,mrk,,261,,,-0.011068,2.922425,-0.011110,-0.104176,2.025272,2.027859,2.847858,0.822586,22.491407,22.462713,31.586185,0.441786,7.500000,PSF-00438_20251005062121_02a,98.883034,565.750488,0.825218,0.000000,0.000000,0.000000,0.5,0.80,0.009536,1.000000,63.76,63.84,24.98,23.16,23.16,90.16,156.8,156.6,0.1,0,4.076,06:11:20,2025-10-05,-0.06,1,0.002,-0.148,-0.174,-0.713,48.147,69.872,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485630,2.499967,1.656250,0.937698,0.272911,-0.020075,0.280591,0.107327,98.915573,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005062121_02a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
15,06:24:10,2025-10-05,g34p_dark,mrk,,267,,,0.016812,2.923756,0.016716,0.182090,2.032024,2.027507,2.986933,0.954910,22.485315,22.535414,33.125484,0.441786,7.500000,PSF-00438_20251005062410_bb7,81.647873,357.458710,0.771588,0.000000,0.000000,0.000000,0.5,0.80,0.007812,1.000000,63.71,63.57,25.05,23.96,23.96,90.17,157.0,155.9,0.7,0,4.071,06:21:35,2025-10-05,-0.01,1,-0.056,-0.013,-0.084,21.275,29.963,54.450,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485259,2.499827,1.657649,0.935961,0.272159,-0.012008,0.295348,0.107324,81.647873,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005062410_bb7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
16,06:25:12,2025-10-05,g34p_dark,mrk,,262,,,-0.010260,2.921943,-0.010296,-0.107971,2.020989,2.023672,2.940595,0.919606,22.442415,22.412663,32.611046,0.441786,7.500000,PSF-00438_20251005062512_9b8,158.739212,528.271790,0.699512,0.000000,0.000000,0.000000,0.5,0.80,0.007193,1.000000,63.33,63.41,25.06,23.70,23.70,90.17,156.7,156.6,0.1,0,4.070,06:21:35,2025-10-05,-0.01,1,-0.002,-0.007,-0.114,-2.889,-7.199,84.643,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485057,2.499329,1.655745,0.937808,0.272062,-0.015028,0.300559,0.107324,160.801285,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005062512_9b8,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
17,06:26:15,2025-10-05,g34p_dark,mrk,,271,,,-0.000335,2.920946,-0.000335,-0.003573,2.017226,2.017315,2.952865,0.935638,22.371241,22.370255,32.746117,0.441786,7.500000,PSF-00438_20251005062615_d63,114.410164,574.723022,0.800930,0.000000,0.000000,0.000000,0.5,0.80,0.905781,1.000000,63.19,63.19,25.07,23.76,23.76,90.17,156.6,130.4,16.7,3,4.069,06:21:35,2025-10-05,-0.01,1,-0.001,-0.002,-9999.000,3.689,4.835,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484770,2.499145,1.654701,0.872660,0.272000,-0.014317,0.305769,0.109844,114.410164,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005062615_d63,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
18,06:30:34,2025-10-05,g34p_dark,mrk,,260,,,0.023892,2.922130,0.023698,0.261034,2.028409,2.021924,2.993978,0.965569,22.423225,22.495138,33.203339,0.441786,7.500000,PSF-00438_20251005063034_469,115.099312,374.064087,0.692301,0.000000,0.000000,0.000000,0.5,0.80,0.007339,1.000000,63.68,63.48,25.03,23.99,23.99,90.17,156.8,19.1,87.8,0,4.062,06:21:35,2025-10-05,-0.01,1,-0.020,-0.097,-0.127,0.060,1.211,46.575,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485152,2.499801,1.655941,0.635792,0.272413,-0.011300,0.326915,0.107325,114.882233,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063034_469,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
19,06:31:52,2025-10-05,g34p_dark,mrk,,271,,,-0.002173,2.920337,-0.002175,-0.022564,2.030318,2.030879,2.940159,0.909841,22.521845,22.515619,32.605484,0.441786,7.500000,PSF-00438_20251005063152_49b,107.953903,591.051575,0.817353,0.000000,0.000000,0.000000,0.5,0.80,0.006586,1.000000,63.78,63.79,25.02,23.69,23.69,90.17,156.5,156.4,0.1,0,4.061,06:21:35,2025-10-05,-0.01,1,0.002,-0.004,-0.096,0.040,0.507,50.913,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485561,2.499924,1.654065,0.937180,0.272507,-0.014588,0.333050,0.107319,107.953903,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063152_49b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
20,06:32:58,2025-10-05,g34p_dark,mrk,,272,,,0.006900,2.921359,0.006883,0.055238,2.038737,2.037364,2.743209,0.704472,22.593065,22.608292,30.420441,0.441786,7.500000,PSF-00438_20251005063258_50e,117.294075,656.825439,0.821423,0.000000,0.000000,0.000000,0.5,0.80,0.009361,1.000000,63.97,63.93,25.04,22.55,22.55,90.18,156.7,156.8,-0.1,0,4.059,06:32:06,2025-10-05,0.01,1,-0.214,0.010,-0.070,99.458,49.973,24.811,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485726,2.500139,1.655134,0.938390,0.272301,-0.027575,0.338144,0.107327,117.294075,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063258_50e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
21,06:34:01,2025-10-05,g34p_dark,mrk,,285,,,-0.008633,2.921222,-0.008658,-0.095517,2.044189,2.046563,3.011102,0.966913,22.695585,22.669258,33.391953,0.441786,7.500000,PSF-00438_20251005063401_63e,139.509552,567.712097,0.754260,0.000000,0.000000,0.000000,0.5,0.80,0.007157,1.000000,64.04,64.11,25.07,24.09,24.09,90.17,156.6,156.7,-0.0,0,4.058,06:32:06,2025-10-05,0.01,1,-0.001,-0.003,-0.009,-1.284,-2.400,32.798,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485961,2.500221,1.654991,0.937926,0.272010,-0.010654,0.342898,0.107322,139.509552,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063401_63e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
22,06:35:11,2025-10-05,g34p_dark,mrk,,273,,,0.068439,2.921710,0.066872,0.760325,2.042902,2.024012,3.039199,0.996297,22.447239,22.656738,33.706139,0.441786,7.500000,PSF-00438_20251005063511_662,98.661659,432.946442,0.772116,0.000000,0.000000,0.000000,0.5,0.80,0.008554,1.000000,63.90,63.31,25.09,24.24,24.24,90.17,156.7,5.7,96.4,0,4.056,06:32:06,2025-10-05,0.01,1,0.005,0.006,0.018,0.466,68.157,64.131,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484916,2.500037,1.655501,0.611206,0.271737,-0.009198,0.348170,0.107326,98.661659,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063511_662,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
